site,plot,weight.g,poxc,,,,Missing Samples from Each Site (needs to have triplicates for each plot),,,
allstar_mine_2,6,2.47,1145.470445,,,,,,,
allstar_mine_2,7,2.5,787.0752,,,,,,,
allstar_mine_2,7,2.54,779.6551181,,,,,,,
allstar_mine_2,7,2.47,719.8979757,,,,,,,
allstar_mine_2,8,2.53,1114.86166,,,,,,,
allstar_mine_2,8,2.5,1165.3344,,,,,,,
allstar_mine_2,8,2.5,1169.9712,,,,,,,
allstar_mine_2,9,2.52,1734.028571,,,,,,,
allstar_mine_2,9,2.51,1483.113944,,,,,,,
allstar_mine_2,9,2.53,1722.607115,,,,,,,
allstar_mine_2,10,2.54,853.0015748,,,,,,,
allstar_mine_2,10,2.46,786.2487805,,,,,,,
allstar_mine_2,10,2.48,916.2435484,,,,,,,
allstar_mine_2,11,2.54,508.0535433,,,,,,,
allstar_mine_2,11,2.47,766.4939271,,,,,,,
allstar_mine_2,11,2.53,927.0071146,,,,,,,
allstar_mine_2,12,2.48,139.6451613,,,,,,,
allstar_mine_2,12,2.47,393.6388664,,,,,,,
allstar_mine_2,12,2.49,371.8554217,,,,,,,
allstar_mine_2,13,2.49,1342.13494,,,,,,,
allstar_mine_2,13,2.5,1300.0896,,,,,,,
allstar_mine_2,13,2.47,1361.208097,,,,,,,
allstar_mine_2,13,2.47,1238.844534,,,,,,,
allstar_mine_2,13,2.53,1168.271146,,,,,,,
allstar_mine_2,14,2.5,805.4784,,,,,,,
allstar_mine_2,14,2.5,771.3792,,,,,,,
allstar_mine_2,14,2.48,657.2903226,,,,,,,
allstar_mine_2,15,2.54,919.5590551,,,,,,,
allstar_mine_2,15,2.49,861.6433735,,,,,,,
allstar_mine_2,15,2.53,868.9019763,,,,,,,
allstar_mine_2,16,2.49,592.3228916,,,,,,,
allstar_mine_2,16,2.5,847.728,,,,,,,
allstar_mine_2,16,2.52,525.1,,,,,,,
allstar_mine_2,17,2.52,434.8428571,,,,,,,
allstar_mine_2,17,2.49,688.7421687,,,,,,,
allstar_mine_2,17,2.48,778.1370968,,,,,,,
allstar_mine_2,18,2.55,460.6023529,,,,,,,
allstar_mine_2,18,2.53,496.3162055,,,,,,,
allstar_mine_2,18,2.52,300.4857143,,,,,,,
goshen_road,1,2.5,268.3584,,,,,,,
goshen_road,1,2.5,356.4576,,,,,,,
goshen_road,1,2.52,620.4285714,,,,,,,
goshen_road,2,2.51,345.9585657,,,,,,,
goshen_road,2,2.5,574.7904,,,,,,,
goshen_road,2,2.5,498.9744,,,,,,,
goshen_road,3,2.48,653.1387097,,,,,,,
goshen_road,3,2.53,622.5794466,,,,,,,
goshen_road,3,2.47,740.157085,,,,,,,
goshen_road,4,2.49,955.8650602,,,,,,,
goshen_road,4,2.55,787.9058824,,,,,,,
goshen_road,4,2.49,969.8313253,,,,,,,
goshen_road,5,2.54,411.519685,,,,,,,
goshen_road,5,2.55,429.7270588,,,,,,,
goshen_road,5,2.55,513.9670588,,,,,,,
goshen_road,6,2.54,1069.781102,,,,,,,
goshen_road,6,2.53,1060.306719,,,,,,,
goshen_road,6,2.52,1087.442857,,,,,,,
goshen_road,7,2.51,643.3027888,,,,,,,
goshen_road,7,2.46,690.3878049,,,,,,,
goshen_road,7,2.5,608.2272,,,,,,,
goshen_road,8,2.54,1167.76063,,,,,,,
goshen_road,8,2.48,1125.290323,,,,,,,
goshen_road,8,2.49,1103.161446,,,,,,,
goshen_road,9,2.48,1042.75,,,,,,,
goshen_road,9,2.5,1015.86,,,,,,,
goshen_road,9,2.51,1044.14,,,,,,,
goshen_road,10,2.46,468.0292683,,,,,,,
goshen_road,10,2.48,665.2451613,,,,,,,
goshen_road,10,2.52,714.4857143,,,,,,,
goshen_road,11,2.5,906.3,,,,,,,
goshen_road,11,2.53,964.8142292,,,,,,,
goshen_road,11,2.54,758.6503937,,,,,,,
goshen_road,12,2.52,853.1428571,,,,,,,
goshen_road,12,2.45,906.6269388,,,,,,,
goshen_road,12,2.5,957.7728,,,,,,,
goshen_road,13,2.47,1884.505263,,,,,,,
goshen_road,13,2.47,1893.425101,,,,,,,
goshen_road,13,2.55,1821.063529,,,,,,,
goshen_road,14,2.52,1189.071429,,,,,,,
goshen_road,14,2.48,1178.528226,,,,,,,
goshen_road,14,2.52,1159.821429,,,,,,,
goshen_road,15,2.48,630.3774194,,,,,,,
goshen_road,15,2.5,534.3552,,,,,,,
goshen_road,15,2.5,574.7904,,,,,,,
goshen_road,16,2.49,784.7349398,,,,,,,
goshen_road,16,2.5,912.168,,,,,,,
goshen_road,16,2.52,808.8214286,,,,,,,
goshen_road,17,2.49,1208.212048,,,,,,,
goshen_road,17,2.55,1179.783529,,,,,,,
goshen_road,17,2.52,1253.028571,,,,,,,
goshen_road,18,2.51,647.5410359,,,,,,,
goshen_road,18,2.54,839.3952756,,,,,,,
goshen_road,18,2.51,801.1505976,,,,,,,
goshen_road,19,2.48,1270.16129,,,,,,,
goshen_road,19,2.47,1261.748988,,,,,,,
goshen_road,19,2.52,1214.571429,,,,,,,
goshen_road,20,2.45,820.682449,,,,,,,
goshen_road,20,2.5,773.6256,,,,,,,
goshen_road,20,2.5,694.8288,,,,,,,
goshen_road,21,2.53,1344.094862,,,,,,,
goshen_road,21,2.47,1483.083401,,,,,,,
goshen_road,21,2.45,1338.847347,,,,,,,
goshen_road,22,2.52,893.3142857,,,,,,,
goshen_road,22,2.49,700.3951807,,,,,,,
goshen_road,22,2.52,809.4571429,,,,,,,
goshen_road,23,2.5,84.7656,,,,,,,
goshen_road,23,2.47,77.23967611,,,,,,,
goshen_road,23,2.53,92.11304348,,,,,,,
goshen_road,24,2.49,448.4240964,,,,,,,
goshen_road,24,2.49,262.2072289,,,,,,,
goshen_road,24,2.53,546.7162055,,,,,,,
jackson_mill,1,2.52,653.1857143,,,,,,,
jackson_mill,1,2.49,890.9783133,,,,,,,
jackson_mill,1,2.5,887.4144,,,,,,,
jackson_mill,2,2.54,1015.355906,,,,,,,
jackson_mill,2,2.53,1040.321739,,,,,,,
jackson_mill,2,2.53,1111.560474,,,,,,,
jackson_mill,3,2.52,1367.2,,,,,,,
jackson_mill,3,2.49,1486.380723,,,,,,,
jackson_mill,3,2.48,1367.767742,,,,,,,
jackson_mill,4,2.52,1208.528571,,,,,,,
jackson_mill,4,2.52,1149.628571,,,,,,,
jackson_mill,4,2.52,1187.492857,,,,,,,
jackson_mill,5,2.48,916.6645161,,,,,,,
jackson_mill,5,2.54,886.3937008,,,,,,,
jackson_mill,5,2.52,884.7428571,,,,,,,
jackson_mill,6,2.46,1221.212195,,,,,,,
jackson_mill,6,2.52,1156.692857,,,,,,,
jackson_mill,6,2.53,1057.980237,,,,,,,
jackson_mill,7,2.46,1224.936585,,,,,,,
jackson_mill,7,2.47,1282.416194,,,,,,,
jackson_mill,7,2.47,1251.196761,,,,,,,
jackson_mill,8,2.55,509.76,,,,,,,
jackson_mill,8,2.5,631.0368,,,,,,,
jackson_mill,8,2.52,626.0285714,,,,,,,
jackson_mill,9,2.51,591.9561753,,,,,,,
jackson_mill,9,2.46,597.9365854,,,,,,,
jackson_mill,9,2.54,549.8007874,,,,,,,
jackson_mill,10,2.5,1039.0968,,,,,,,
jackson_mill,10,2.49,1047.46988,,,,,,,
jackson_mill,10,2.51,997.4581673,,,,,,,
jackson_mill,11,2.5,1092.3264,,,,,,,
jackson_mill,11,2.47,1030.270445,,,,,,,
jackson_mill,11,2.53,1148.58498,,,,,,,
jackson_mill,12,2.53,768.6924901,,,,,,,
jackson_mill,12,2.5,932.1624,,,,,,,
jackson_mill,12,2.49,801.9686747,,,,,,,
jackson_mill,13,2.46,1359.278049,,,,,,,
jackson_mill,13,2.48,1290.570968,,,,,,,
jackson_mill,13,2.49,1387.142169,,,,,,,
jackson_mill,14,2.48,1246.456452,,,,,,,
jackson_mill,14,2.49,1329.346988,,,,,,,
jackson_mill,14,2.5,1123.9272,,,,,,,
jackson_mill,14,2.5,1131.7248,,,,,,,
jackson_mill,14,2.48,1317.367742,,,,,,,
jackson_mill,14,2.54,898.4692913,,,,,,,
jackson_mill,15,2.47,1157.064777,,,,,,,
jackson_mill,15,2.49,779.1831325,,,,,,,
jackson_mill,15,2.5,784.8072,,,,,,,
jackson_mill,16,2.5,1318.608,,,,,,,
jackson_mill,16,2.53,1249.868775,,,,,,,
jackson_mill,16,2.54,1258.171654,,,,,,,
jackson_mill,17,2.53,1067.96,,,,,,,
jackson_mill,17,2.52,1127.4,,,,,,,
jackson_mill,17,2.48,1122.21,,,,,,,
jackson_mill,18,2.5,552.8016,,,,,,,
jackson_mill,18,2.54,574.9511811,,,,,,,
jackson_mill,18,2.47,591.2453441,,,,,,,
jackson_mill,19,2.49,1252.120482,,,,,,,
jackson_mill,19,2.52,1208.914286,,,,,,,
jackson_mill,19,2.49,1264.395181,,,,,,,
jackson_mill,20,2.52,1165.428571,,,,,,,
jackson_mill,20,2.49,1109.031325,,,,,,,
jackson_mill,20,2.53,1293.694862,,,,,,,
jackson_mill,21,2.5,1064.5128,,,,,,,
jackson_mill,21,2.47,1161.488259,,,,,,,
jackson_mill,21,2.48,1183.23871,,,,,,,
jackson_mill,22,2.49,1378.293976,,,,,,,
jackson_mill,22,2.5,1482.9408,,,,,,,
jackson_mill,22,2.52,1313.8,,,,,,,
jackson_mill,23,2.52,916.4928571,,,,,,,
jackson_mill,23,2.48,834.6193548,,,,,,,
jackson_mill,23,2.52,1007.478571,,,,,,,
jackson_mill,24,2.49,1451.609639,,,,,,,
jackson_mill,24,2.52,1280.742857,,,,,,,
jackson_mill,24,2.47,1493.497166,,,,,,,
reedsville,1,2.52,871.5,,,,,,,
reedsville,1,2.5,1013.256,,,,,,,
reedsville,1,2.5,971.136,,,,,,,
reedsville,2,2.5,453.8304,,,,,,,
reedsville,2,2.51,627.5187251,,,,,,,
reedsville,2,2.51,544.3888446,,,,,,,
reedsville,3,2.47,815.2615385,,,,,,,
reedsville,3,2.49,855.7879518,,,,,,,
reedsville,3,2.49,825.8313253,,,,,,,
reedsville,4,2.45,918.837551,,,,,,,
reedsville,4,2.51,884.2446215,,,,,,,
reedsville,4,2.47,894.2866397,,,,,,,
reedsville,5,2.47,1366.353036,,,,,,,
reedsville,5,2.47,1316.492308,,,,,,,
reedsville,5,2.5,1229.04,,,,,,,
reedsville,6,2.48,801.0580645,,,,,,,
reedsville,6,2.49,701.146988,,,,,,,
reedsville,6,2.51,974.6103586,,,,,,,
reedsville,7,2.51,663.6334661,,,,,,,
reedsville,7,2.48,671.6612903,,,,,,,
reedsville,7,2.53,702.4980237,,,,,,,
reedsville,8,2.51,779.2350598,,,,,,,
reedsville,8,2.51,819.250996,,,,,,,
reedsville,8,2.47,733.1174089,,,,,,,
reedsville,9,2.52,979.4785714,,,,,,,
reedsville,9,2.47,1107.787045,,,,,,,
reedsville,9,2.46,809.7292683,,,,,,,
reedsville,10,2.47,1339.156275,,,,,,,
reedsville,10,2.48,1315.698387,,,,,,,
reedsville,10,2.47,1302.893927,,,,,,,
reedsville,11,2.51,1313.211155,,,,,,,
reedsville,11,2.47,1347.420243,,,,,,,
reedsville,11,2.55,1142.174118,,,,,,,
reedsville,12,2.48,912.5346774,,,,,,,
reedsville,12,2.49,908.8698795,,,,,,,
reedsville,12,2.53,774.626087,,,,,,,
reedsville,13,2.48,1347.285484,,,,,,,
reedsville,13,2.47,1750.416194,,,,,,,
reedsville,13,2.53,1284.118577,,,,,,,
reedsville,14,2.49,744.0795181,,,,,,,
reedsville,14,2.51,659.7968127,,,,,,,
reedsville,14,2.46,855.3073171,,,,,,,
reedsville,15,2.53,802.22,,,,,,,
reedsville,15,2.51,868.65,,,,,,,
reedsville,15,2.52,879,,,,,,,
reedsville,16,2.51,1111.840637,,,,,,,
reedsville,16,2.48,1178.332258,,,,,,,
reedsville,16,2.53,1120.382609,,,,,,,
reedsville,17,2.52,863.9642857,,,,,,,
reedsville,17,2.49,836.1831325,,,,,,,
reedsville,17,2.48,818.2524194,,,,,,,
reedsville,18,2.52,1168.8,,,,,,,
reedsville,18,2.49,1173.57,,,,,,,
reedsville,18,2.52,1136.6,,,,,,,
reedsville,19,2.5,1054.5408,,,,,,,
reedsville,19,2.5,925.1136,,,,,,,
reedsville,19,2.49,1133.031325,,,,,,,
reedsville,20,2.53,869.6988142,,,,,,,
reedsville,20,2.51,818.2972112,,,,,,,
reedsville,20,2.5,963.7992,,,,,,,
reedsville,21,2.52,1182.657143,,,,,,,
reedsville,21,2.5,1170.0864,,,,,,,
reedsville,21,2.52,1278.828571,,,,,,,
reedsville,22,2.53,1127.625296,,,,,,,
reedsville,22,2.49,1113.007229,,,,,,,
reedsville,22,2.55,969.3741176,,,,,,,
reedsville,22,2.5,903.5136,,,,,,,
reedsville,22,2.52,968.2285714,,,,,,,
reedsville,23,2.52,985.55,,,,,,,
reedsville,23,2.5,866.2104,,,,,,,
reedsville,23,2.47,1014.08502,,,,,,,
reedsville,23,2.5,647.9136,,,,,,,
reedsville,23,2.5,719.3664,,,,,,,
reedsville,23,2.51,615.6788845,,,,,,,
