"site","plot","crop","treatment","poxc","mean","two.sd","z.score","date"
"jackson_mill",21,"W","C",1136.41325633333,1051.73068201667,696.80076990132,0.243061081372397,2021-06-01
"jackson_mill",22,"S","C",1391.67825866667,1008.233378825,684.948469493739,1.11963132095201,2021-06-01
"jackson_mill",23,"S","F",919.530260966667,963.965047220833,567.234150330561,0.156671759724875,2021-06-01
"jackson_mill",24,"S","B",1408.616554,1225.76595516667,458.014085705045,0.798449674541611,2021-06-01
"reedsville",1,"S","C",951.964,1018.16026541111,206.035875965547,0.642570281519131,2021-06-01
"reedsville",2,"S","F",541.912656566667,741.6786186875,271.16318922262,1.47340029960209,2021-06-01
"reedsville",3,"S","B",832.2936052,921.891073675,420.079989552671,0.426573370326015,2021-06-01
"reedsville",4,"W","F",899.1229374,1166.22335901667,496.43473169392,1.07607467634375,2021-06-01
"reedsville",5,"W","B",1303.96178133333,1146.69914124167,533.578620480291,0.589463798043893,2021-06-01
"reedsville",6,"W","C",825.605137033333,856.209273366667,49.3650143287667,1.23991198015309,2021-06-01
"reedsville",7,"S","B",679.264260033333,921.891073675,420.079989552671,1.15514578021215,2021-06-01
"reedsville",8,"S","F",777.2011549,741.6786186875,271.16318922262,0.262001168479669,2021-06-01
"reedsville",9,"S","C",965.664961566667,1018.16026541111,206.035875965547,0.509574399103413,2021-06-01
"reedsville",10,"W","B",1319.24952966667,1146.69914124167,533.578620480291,0.64676650001337,2021-06-01
"reedsville",11,"W","F",1267.60183866667,1166.22335901667,496.43473169392,0.408426216691485,2021-06-01
"reedsville",12,"W","C",865.343547966667,856.209273366667,49.3650143287667,0.370070776812357,2021-06-01
"reedsville",13,"W","F",1460.60675166667,1166.22335901667,496.43473169392,1.18599031798405,2021-06-01
"reedsville",14,"W","B",753.061215966667,1146.69914124167,533.578620480291,1.47546363428382,2021-06-01
"reedsville",15,"W","C",849.956666666667,856.209273366667,49.3650143287667,0.253321376890856,2021-06-01
"reedsville",16,"S","C",1136.85183466667,1018.16026541111,206.035875965547,1.15214468062254,2021-06-01
"reedsville",17,"S","F",839.466612533333,741.6786186875,271.16318922262,0.721248294255391,2021-06-01
"reedsville",18,"S","B",1159.65666666667,921.891073675,420.079989552671,1.13200151830538,2021-06-01
"reedsville",19,"W","F",1037.56190833333,1166.22335901667,496.43473169392,0.518341858331783,2021-06-01
"reedsville",20,"W","C",883.9317418,856.209273366667,49.3650143287667,1.12316258023158,2021-06-01
"reedsville",21,"W","B",1210.524038,1146.69914124167,533.578620480291,0.239233336226562,2021-06-01
"reedsville",22,"S","B",1016.3497628,921.891073675,420.079989552671,0.449717632232785,2021-06-01
"reedsville",23,"S","F",808.13405075,741.6786186875,271.16318922262,0.49015083686703,2021-06-01
