"site","plot","crop","treatment","poxc","date","land_type"
"Agronomy Farm",11,"Switchgrass","Biochar",571.186296533333,"August 2022","Agriculture"
"Agronomy Farm",12,"Switchgrass","Control",403.665550533333,"August 2022","Agriculture"
"Agronomy Farm",13,"Switchgrass","Control",806.4033532,"August 2022","Agriculture"
"Agronomy Farm",14,"Switchgrass","Control",716.198090333333,"August 2022","Agriculture"
"Agronomy Farm",15,"Switchgrass","Biochar",995.690580266667,"August 2022","Agriculture"
"Agronomy Farm",16,"Willow","Biochar",530.8684359,"August 2022","Agriculture"
"Agronomy Farm",17,"Willow","Control",738.028121433333,"August 2022","Agriculture"
"Agronomy Farm",18,"Willow","Control",681.276600033333,"August 2022","Agriculture"
"Agronomy Farm",19,"Switchgrass","Control",842.2860592,"August 2022","Agriculture"
"Agronomy Farm",2,"Willow","Biochar",874.720327733333,"August 2022","Agriculture"
"Agronomy Farm",20,"Switchgrass","Control",410.829666666667,"August 2022","Agriculture"
"Agronomy Farm",21,"Switchgrass","Biochar",646.945419933333,"August 2022","Agriculture"
"Agronomy Farm",22,"Willow","Control",722.3454729,"August 2022","Agriculture"
"Agronomy Farm",23,"Willow","Biochar",504.643370066667,"August 2022","Agriculture"
"Agronomy Farm",24,"Willow","Control",589.752987666667,"August 2022","Agriculture"
"Agronomy Farm",4,"Switchgrass","Biochar",584.665307866667,"August 2022","Agriculture"
"Agronomy Farm",5,"Switchgrass","Control",599.511185366667,"August 2022","Agriculture"
"Agronomy Farm",6,"Switchgrass","Control",836.71866,"August 2022","Agriculture"
"Agronomy Farm",7,"Willow","Biochar",560.6440645,"August 2022","Agriculture"
"Agronomy Farm",8,"Willow","Control",595.8211239,"August 2022","Agriculture"
"Agronomy Farm",9,"Willow","Control",664.283500366667,"August 2022","Agriculture"
"Allstar Mine 1",1,"Willow","Control",1231.91449066667,"August 2022","Mine"
"Allstar Mine 1",10,"Switchgrass","Control",1328.55290766667,"August 2022","Mine"
"Allstar Mine 1",11,"Switchgrass","Control",1120.91451166667,"August 2022","Mine"
"Allstar Mine 1",12,"Switchgrass","Biochar",988.1221885,"August 2022","Mine"
"Allstar Mine 1",13,"Willow","Biochar",1210.26398766667,"August 2022","Mine"
"Allstar Mine 1",14,"Willow","Control",911.383366533333,"August 2022","Mine"
"Allstar Mine 1",15,"Willow","Control",1131.06598066667,"August 2022","Mine"
"Allstar Mine 1",16,"Switchgrass","Control",937.456268766667,"August 2022","Mine"
"Allstar Mine 1",17,"Switchgrass","Biochar",1038.51218326667,"August 2022","Mine"
"Allstar Mine 1",18,"Switchgrass","Control",797.5717774,"August 2022","Mine"
"Allstar Mine 1",19,"Willow","Biochar",1334.89536433333,"August 2022","Mine"
"Allstar Mine 1",2,"Willow","Control",863.974816333333,"August 2022","Mine"
"Allstar Mine 1",20,"Willow","Control",945.537002366667,"August 2022","Mine"
"Allstar Mine 1",21,"Willow","Control",1127.49307133333,"August 2022","Mine"
"Allstar Mine 1",22,"Switchgrass","Control",1221.78267066667,"August 2022","Mine"
"Allstar Mine 1",23,"Switchgrass","Biochar",1184.26389466667,"August 2022","Mine"
"Allstar Mine 1",24,"Switchgrass","Control",1344.024294,"August 2022","Mine"
"Allstar Mine 1",3,"Willow","Biochar",982.610431066667,"August 2022","Mine"
"Allstar Mine 1",4,"Switchgrass","Control",1266.569908,"August 2022","Mine"
"Allstar Mine 1",5,"Switchgrass","Biochar",1157.7358275,"August 2022","Mine"
"Allstar Mine 1",6,"Switchgrass","Control",1144.013794,"August 2022","Mine"
"Allstar Mine 1",7,"Willow","Biochar",1042.3706649,"August 2022","Mine"
"Allstar Mine 1",8,"Willow","Control",1235.46290333333,"August 2022","Mine"
"Allstar Mine 1",9,"Willow","Control",907.246558233333,"August 2022","Mine"
"Allstar Mine 2",1,"Willow","Control",1272.58398533333,"August 2022","Mine"
"Allstar Mine 2",10,"Switchgrass","Biochar",1230.54817133333,"August 2022","Mine"
"Allstar Mine 2",11,"Switchgrass","Control",881.179188333333,"August 2022","Mine"
"Allstar Mine 2",12,"Switchgrass","Control",930.975973266667,"August 2022","Mine"
"Allstar Mine 2",13,"Switchgrass","Control",1205.14322233333,"August 2022","Mine"
"Allstar Mine 2",14,"Switchgrass","Control",650.875821866667,"August 2022","Mine"
"Allstar Mine 2",15,"Switchgrass","Biochar",876.866395966667,"August 2022","Mine"
"Allstar Mine 2",16,"Willow","Biochar",528.5484968,"August 2022","Mine"
"Allstar Mine 2",17,"Willow","Control",618.6934661,"August 2022","Mine"
"Allstar Mine 2",18,"Willow","Control",684.569806433333,"August 2022","Mine"
"Allstar Mine 2",2,"Willow","Biochar",775.352633166667,"August 2022","Mine"
"Allstar Mine 2",3,"Willow","Control",1118.23443433333,"August 2022","Mine"
"Allstar Mine 2",4,"Switchgrass","Biochar",680.508700166667,"August 2022","Mine"
"Allstar Mine 2",5,"Switchgrass","Control",1104.98900866667,"August 2022","Mine"
"Allstar Mine 2",6,"Switchgrass","Control",854.2890575,"August 2022","Mine"
"Allstar Mine 2",7,"Willow","Control",882.6591909,"August 2022","Mine"
"Allstar Mine 2",8,"Willow","Biochar",1016.6968264,"August 2022","Mine"
"Allstar Mine 2",9,"Willow","Control",1057.82139666667,"August 2022","Mine"
"Goshen Road",1,"Switchgrass","Control",828.276870733333,"August 2022","Mine"
"Goshen Road",10,"Switchgrass","Control",1285.74053133333,"August 2022","Mine"
"Goshen Road",11,"Switchgrass","Biochar",590.206880633333,"August 2022","Mine"
"Goshen Road",12,"Switchgrass","Control",993.714309133333,"August 2022","Mine"
"Goshen Road",13,"Switchgrass","Control",1355.037714,"August 2022","Mine"
"Goshen Road",14,"Switchgrass","Biochar",1110.02571566667,"August 2022","Mine"
"Goshen Road",15,"Switchgrass","Control",329.3301899,"August 2022","Mine"
"Goshen Road",16,"Willow","Control",1120.38497066667,"August 2022","Mine"
"Goshen Road",17,"Willow","Biochar",786.250239633333,"August 2022","Mine"
"Goshen Road",18,"Willow","Control",952.975340633333,"August 2022","Mine"
"Goshen Road",19,"Switchgrass","Control",1392.33395166667,"August 2022","Mine"
